article_title,article_summary,article_url,date_published
Man Convicted of Torture and Exporting Weapons Parts and Related Services to Iraq,"A federal jury convicted a Pennsylvania man on May 19 for numerous crimes, including the torture of an Estonian citizen in 2015 in the Kurdistan region of Iraq, in connection with the operation of an illegal weapons manufacturing plant in Kurdistan.",https://www.justice.gov//opa/pr/man-convicted-torture-and-exporting-weapons-parts-and-related-services-iraq,2023-05-22
Justice Department Secures Settlement with New Jersey IT Recruiting Firm to Resolve Immigration-Related Discrimination Claims,"The Justice Department announced today that it has secured a settlement agreement with Infosoft Solutions Inc., a New Jersey IT recruiting and contracting company operating as KForce Tech LLC. The settlement resolves the department’s determination that Infosoft violated the Immigration and Nationality Act (INA) by posting six discriminatory job advertisements that solicited applications only from non-U.S. citizens who needed visa sponsorship and, in one case, also sought applicants only from India.",https://www.justice.gov//opa/pr/justice-department-secures-settlement-new-jersey-it-recruiting-firm-resolve-immigration-0,2023-05-22
"U.S. Law Enforcement Disrupts Networks Used to Transfer Fraud Proceeds, Taking Over 4,000 Actions in Fifth Campaign","The Justice Department, FBI, U.S. Postal Inspection Service (USPIS), and other federal law enforcement agencies announced today the completion of a three-month campaign that disrupted networks used by foreign fraudsters to obtain fraud proceeds.",https://www.justice.gov//opa/pr/us-law-enforcement-disrupts-networks-used-transfer-fraud-proceeds-taking-over-4000-actions,2023-05-22
Justice Department’s Office on Violence Against Women Announces National Protocol for Intimate Partner Violence Medical Forensic Examinations,The Justice Department today announced the release of the National Protocol for Intimate Partner Violence Medical Forensic Examinations. The protocol will guide the clinical practice of conducting comprehensive assessments for patients experiencing intimate partner violence (IPV) that prioritize the patient’s health and well-being. Acting Director Allison Randall of  the Justice Department’s Office on Violence Against Women made the announcement at the 2023 Conference on Crimes Against Women in Dallas.,https://www.justice.gov//opa/pr/justice-department-s-office-violence-against-women-announces-national-protocol-intimate,2023-05-22
"Man Charged for Alleged Participation in $45M CoinDeal Investment Fraud Scheme Involving Over 10,000 Victims","A Nevada man has been charged for his alleged participation in CoinDeal, an investment fraud scheme that defrauded more than 10,000 victims of over $45 million.",https://www.justice.gov//opa/pr/man-charged-alleged-participation-45m-coindeal-investment-fraud-scheme-involving-over-10000,2023-05-19
MS-13 Gang Member Sentenced for Racketeering Conspiracy and Murders,"A Maryland man was sentenced today to 28 years in prison for his part in a racketeering conspiracy, including two murders, related to his participation in La Mara Salvatrucha (MS-13).",https://www.justice.gov//opa/pr/ms-13-gang-member-sentenced-racketeering-conspiracy-and-murders,2023-05-19
Foreign National Pleads Guilty to Role in International Human Smuggling and Cocaine Distribution Scheme,"A Honduran national pleaded guilty yesterday to his role in a scheme to illegally bring Honduran nationals to, and to distribute cocaine in, the United States.",https://www.justice.gov//opa/pr/foreign-national-pleads-guilty-role-international-human-smuggling-and-cocaine-distribution-0,2023-05-19
Justice Department Files Sexual Harassment Lawsuit Against Pennsylvania Rental Property Owners and Operators,"The Justice Department announced today that it has filed a lawsuit against Timothy Britton, the owner and operator of rental properties in the Falls Creek, Pennsylvania, area and Britton Enterprises LLC, doing business as “Tim’s Apartments,” which operates the rental properties, alleging sexual harassment and retaliation in violation of the Fair Housing Act.",https://www.justice.gov//opa/pr/justice-department-files-sexual-harassment-lawsuit-against-pennsylvania-rental-property,2023-05-19
"Readout of Assistant Attorney General Kenneth A. Polite, Jr.’s Trip to Kenya",,https://www.justice.gov//opa/pr/readout-assistant-attorney-general-kenneth-polite-jr-s-trip-kenya,2023-05-19
Scrap Metal Reseller Pleads Guilty to Filing a False Corporate Tax Return,A Texas businessman pleaded guilty today to filing a false 2015 corporate tax return for his company.,https://www.justice.gov//opa/pr/scrap-metal-reseller-pleads-guilty-filing-false-corporate-tax-return,2023-05-19
Louisiana Man Sentenced to 35 Years for Conspiracy to Commit Forced Labor and Transporting a Minor for Criminal Sexual Activity,"A Louisiana man was sentenced today to 35 years in prison for conspiracy to commit forced labor and transporting a minor with intent to engage in criminal sexual activity. The defendant was also required to pay restitution of $979,800 to the victims.",https://www.justice.gov//opa/pr/louisiana-man-sentenced-35-years-conspiracy-commit-forced-labor-and-transporting-minor,2023-05-19
Justice Department Statements on District Court Ruling Enjoining American Airlines and JetBlue’s Northeast Alliance,Attorney General Merrick B. Garland and Assistant Attorney General Jonathan Kanter for the Justice Department’s Antitrust Division issued the following statements today regarding the U.S. District Court for the District of Massachusetts’s ruling in favor of the Justice Department and the Attorneys General of six states and the District of Columbia in their civil antitrust lawsuit to stop the Northeast Alliance between American Airlines and JetBlue:,https://www.justice.gov//opa/pr/justice-department-statements-district-court-ruling-enjoining-american-airlines-and-jetblue-s,2023-05-19
Justice Department Hosts Ukrainian Prosecutors for Training on Investigating and Prosecuting Environmental Crimes,"This week, the Justice Department’s Environment and Natural Resources Division’s (ENRD) Environmental Crimes Section hosted eight guests from the Ukraine Prosecutor General’s Office for a series of training and study sessions relating to the investigation and prosecution of environmental crimes, including environmental crimes committed in the wake of Russia’s unlawful invasion of Ukraine.",https://www.justice.gov//opa/pr/justice-department-hosts-ukrainian-prosecutors-training-investigating-and-prosecuting,2023-05-19
Readout of Justice Department Leadership’s Meeting with Civil Rights Groups to Discuss Key Issues,"Attorney General Merrick B. Garland, Deputy Attorney General Lisa O.  Monaco, Associate Attorney General Vanita Gupta, and Assistant Attorney General Kristen Clarke of the Civil Rights Division met with civil rights organizations yesterday at the Justice Department.",https://www.justice.gov//opa/pr/readout-justice-department-leadership-s-meeting-civil-rights-groups-discuss-key-issues,2023-05-18
Justice Department Secures Settlement in Sexual Harassment Lawsuit Against Missouri Landlord,"The Justice Department announced today that it has secured a settlement from a St. Louis, Missouri landlord, who has agreed to pay $110,000 to resolve a lawsuit alleging that he violated the Fair Housing Act (FHA) when he sexually harassed multiple female tenants.",https://www.justice.gov//opa/pr/justice-department-secures-settlement-sexual-harassment-lawsuit-against-missouri-landlord,2023-05-18
New York Construction Company Owner Pleads Guilty to Filing False Return,A New York man pleaded guilty today to filing a false corporate tax return for his construction business.,https://www.justice.gov//opa/pr/new-york-construction-company-owner-pleads-guilty-filing-false-return,2023-05-18
Justice Department Leadership Honors Service and Sacrifice of Nation’s Law Enforcement for Police Week,"In recognition of National Police Week, Attorney General Merrick B. Garland, Deputy Attorney General Lisa O. Monaco, and Associate Attorney General Vanita Gupta joined law enforcement partners to honor those who made the ultimate sacrifice to our nation.",https://www.justice.gov//opa/pr/justice-department-leadership-honors-service-and-sacrifice-nation-s-law-enforcement-police,2023-05-17
Gangster Disciple Member Pleads Guilty to Racketeering Conspiracy Involving Firebombing and Drug Distribution,A member of the Gangster Disciples gang pleaded guilty today to a racketeering conspiracy involving his firebombing of a prison guard’s house and the distribution of more than 50 grams of methamphetamine.,https://www.justice.gov//opa/pr/gangster-disciple-member-pleads-guilty-racketeering-conspiracy-involving-firebombing-and-drug,2023-05-17
